合約院所名單0710_1_處理-個資-欄位
鄉鎮市區,機構類別,合約醫療院所名稱,十碼代碼,公費疫苗各項常規疫苗,公費疫苗卡介苗,公費疫苗其他_請自行填列,自費疫苗A型肝炎疫苗幼兒,自費疫苗A型肝炎疫苗成人,自費疫苗B型肝炎疫苗,自費疫苗肺炎鏈球菌疫苗13PCV,自費疫苗肺炎鏈球菌疫苗23PPV,自費疫苗輪狀病毒疫苗,自費疫苗Tdap疫苗,自費疫苗其他_請自行填列,接種時間,洽詢電話,地址
南屯區,合約院所,親子診所,3517070533,V,,,V,V,V,V,,V,,子宮頸疫苗、帶狀皰疹疫苗,週一至日，上午07：30-12：00，下午15：00-18：00 ，晚上19：00-21：30,23862626,黎明路一段1091號
南屯區,合約院所,施勝桓小兒科診所,3517070837,V,,,V,V,V,,,V,,子宮頸疫苗,週一至日(除星期五休診外)上午08：00-12：00 ，下午15：00-18：00，晚上18：00-22：00,22581985,黎明路二段286號
南屯區,合約院所,張家強診所,3517070515,V,,,V,V,V,V,,V,,子宮頸疫苗、水痘疫苗,週一至六，上午07：30-12：00，下午15：00-18：00，晚上18：30-21：30,22591683,黎明路二段490號
南屯區,合約院所,董建宗小兒科診所,3517072028,V,,,V,V,V,V,,V,,,週一至日(除星期六休診外)上午08：30-12：00，下午15：00-18：00，晚上18：50-21：30,23203873,大墩路508號1樓
南屯區,合約院所,汪小兒科診所,3517072260,V,,,V,V,V,V,,V,,子宮頸疫苗、帶狀皰疹疫苗,1.日本腦炎每週一、五、六，上午8：00-12：00、下午15:00-18:00、 晚上19：00-21：30， 3.一般疫苗接種時間 :星期一至六 ，上午8：00-12：00、下午15:00-18:00、  晚上19：00-21：30,23811388,黎明路一段1138號
南屯區,合約院所,林俊彥小兒科診所,3517072279,V,,,V,V,V,V,,V,,破傷風疫苗,週一至六(除星期四早上休診外)上午08：30-11：30 ，下午15：00-17：30，晚上18：50-21：00,24702058,黎明路一段229號
南屯區,合約院所,寶貝熊小兒診所,3517072304,V,,,V,V,V,V,,V,,子宮頸疫苗,星期一至五(日腦星期一) 上午7：30-12：00、下午16:00-21:00，星期六，上午8：00-12：00、晚上18：00-21：00,22517622,公益路二段366號
南屯區,合約院所,祥恩診所,3517072359,V,,,,,V,,,,,,星期一 至週五，上午8：30-12：00、下午15:00-18:00、 晚上19：00-21：30 ，星期日 下午17:00-21:30,24717699,大墩路321號
南屯區,合約院所,博幼耳鼻喉科診所,3517072368,V,,,V,V,V,V,,V,,子宮頸疫苗,週一至六，上午08：30-12：30，下午15：00-18：00，晚上19：00-21：30,23270610,公益路二段181號
南屯區,合約院所,蘇德慶內兒科診所,3517070757,V,,,V,V,V,V,,V,,子宮頸疫苗,星期一，上午8：30-12：00、下午14:00-18:00、晚上19：00-22：00；星期二至六，上午9：00-12：00、下午14:00-18:00、 晚上19：00-22：00,24717572,東興路二段57號
南屯區,合約院所,張文吉診所,3517072831,V,,,V,V,V,,,V,,子宮頸疫苗、帶狀皰疹疫苗,週一至六，上午08：30-12：30 ，下午17：30-21：30,24724988,向上南路一段273號
南屯區,合約院所,葉晉榮診所,3517071898,V,,,V,V,V,V,,V,,子宮頸疫苗、流感疫苗,週一至六，上午8：00-12：00 ，下午14：00-18：00，晚上19：00-21：30,23869209,忠勇路70-9號
南屯區,合約院所,小熊小兒科診所,3517073230,V,,,V,V,V,,,V,,,週一至日(除星期六休診外)上午7：30-12：00，下午15：00-18：00，晚上19：00-21：30,24759999,向上南路179號
南屯區,合約院所,幼安診所,3517073436,V,,,V,V,V,V,,V,,,週一至日(除星期二休診外)上午8：00-12：30 ，下午15：30-21：30,24751579,大墩路263號
南屯區,合約院所,大容診所,3503280110,V,,,V,V,V,V,,V,,子宮頸疫苗、帶狀皰疹疫苗、流感疫苗,週一至六，上午8：30-12：30 ，下午15：00-18：00，晚上18：30-21：30,23288521,大容東街14號
南屯區,合約院所,張智誠診所,3503280209,V,,,,,V,,,V,,子宮頸疫苗、帶狀皰疹疫苗,週一至五，上午8：30-12：00 ，下午15：00-17：30， 晚上18：30-21：30,23821622,寶山東一街5號1樓
南屯區,合約院所,姚耳鼻喉科診所,3517072411,V,,,,,V,,,,,子宮頸疫苗,週一至六，上午8：00-12：00 ，下午15：00-18：00 ，晚上18：30-21：30,23850089,忠勇路25-6號
南屯區,合約院所,大新婦產科診所,3503280272,V,,B型肝炎免疫球蛋白,,,,,,,,子宮頸疫苗、B型肝炎免疫球蛋白,視需要而定,23206969,大進街449號
南屯區,合約院所,林子凱耳鼻喉科診所,3517073052,V,,,V,V,V,V,,V,,子宮頸疫苗、流感疫苗,週一至六，上午8：30-12：00，下午15：00-18：00，晚上19：00-21：30,23105758,公益路2段19號
南屯區,合約院所,媽媽咪亞診所,3503280469,V,,,V,V,,,,V,,子宮頸疫苗,週一至六，上午9:00-12：00， 週一至五 ，晚上18：30-21：30,23190707,公益路2段60號
南屯區,合約院所,加寧診所,3503280334,V,,,V,V,,V,,V,,子宮頸疫苗,週一至五，上午8：30-12：00，下午15：00-18：00，晚上19：00-21：30，星期六上午9:00-12:00,22587087,河南路四段393號
南屯區,合約院所,閤安診所,3503280370,V,,,V,V,V,V,,V,,子宮頸疫苗,週一至五(雙週星期二及日休診)上午7：30-12：00，晚上16：30-21：00,24792800,楓和路691號
南屯區,合約院所,周省村診所,3503280503,V,,,,,V,V,V,,,子宮頸疫苗、帶狀皰疹疫苗,週一至五(二、四下午休診)上午8：30-12：00，下午15：00-18：00，晚上19：00-21：30,24723316,東興路二段42號
南屯區,合約院所,薛凱中診所,3503280558,V,,,V,V,V,V,,V,,,週一至六(四上午休診)                                                                                                                                                上午8：00-12：00                                                                                                                                        下午16：30-21：30,24716898,大墩路383號
南屯區,合約院所,上怡診所,3503280432,V,,,V,V,V,,,V,,,週一至六，上午9：00-12：00，下午14：30-18：00，晚上19：00-21：30,22522162,大墩十二街650號1樓
南屯區,合約院所,佳鴻診所,3503280852,V,,,V,V,V,,,V,,,週一至日(五休診)上午8：00-12：00，下午14：30-18：00，晚上18：00-21：00,24739868,文心南二路229號
南屯區,合約院所,忠勇診所,3503280914,V,,,V,V,V,V,,V,,子宮頸疫苗、帶狀皰疹疫苗,週一至六，上午8：00-12：00，下午14：30-18：00，晚上18：00-21：30,23826625,忠勇路67-3號1樓
南屯區,合約院所,邢志宇耳鼻喉科,3503280898,V,,,V,V,V,V,V,,,,週一至五.週日，上午8：30-12：00，下午15:00-18：00，晚上19：00-21：30,24735806,南屯路二段252號
南屯區,合約院所,主悅診所,3503280987,V,,,,,,V,V,,,帶狀皰疹疫苗,週一至五，上午8：00-12：00，下午15:00-17：30，晚上17：30-21:00；10605 新增週六上午診及週日下午及晚診,22540711,干城街269號
南屯區,合約院所,仁欣診所,3503281000,V,,,V,V,V,V,V,V,,子宮頸疫苗、帶狀皰疹疫苗、日本腦炎疫苗,週一至六，上午8：30-12：00，下午15：00-18：00，晚上18：30-21：30,23803265,黎明東街151號
北屯區四民,衛生所,臺中市北屯區四民衛生所,2317081022,V,V,,,,,,,,,,每週二及三上午08:30-11:30,04-24211945,臺中市北屯區后庄路1062號
北屯區四民,合約院所,昆海診所,3503290205,V,,,,,V,,,,,,星期一~六 上午09：00～12：00、下午15：00～18：00  晚上 19:00-21:30,04-22925045,臺中市北屯區中清路二段268號
北屯區四民,合約院所,惠幼診所,3503290081,V,,,V,V,V,V,V,V,,"HPV,帶狀皰疹",星期一~六 上午7：30～12：00、下午14：30～18：00  晚上 18:30-21:30,04-22919222,臺中市北屯區中清路二段490號
北屯區四民,合約院所,曾文星耳鼻喉科診所,3503290072,V,,,,,V,,,,,,星期一~六 上午8：30～12：00、下午15：00～18：00  晚上 19:00-21:30,04-22417898,臺中市北屯區昌平路二段11-37號
北屯區四民,合約院所,王榮森小兒科診所,3517081189,V,,,,,V,,,V,,,星期一~六 上午8：00～12：00、下午15：00～18：00  晚上 19:00-21:30,04-22451674,臺中市北屯區昌平路二段11-9號
北屯區四民,合約院所,曾耳鼻喉科診所,3517081358,V,,,V,V,V,,,,,帶狀皰疹,星期一~六 上午8：00～12：00、下午14：00～18：00  晚上 19:00-22:00星期日08:00-12:00,04-22956969,臺中市北屯區中清路二段326號
北屯區四民,合約院所,蘇益寬小兒科診所,3517083398,V,,,V,V,V,,,V,,帶狀皰疹,星期一~五 上午7:30-12:00、下午15:30-18:00、晚上19:00-21:00，星期六休，星期日9:00-12:00、19:00-22:00,04-22956686,臺中市北屯區大連路一段4號
北屯區四民,合約院所,文彥診所,3517083638,V,,,V,V,V,,,V,,HPV,星期一~五 上午8:00-12:00、下午15:00-18:00、晚上19:00-21:30，星期六休，星期日9:00-12:00、15:00-18:00,04-22425892,臺中市北屯區昌平路二段8-20號
北屯區四民,合約院所,莊雅旭小兒科診所,3517082971,V,,,V,V,V,V,V,V,,"HPV,帶狀皰疹",星期一~五 上午8:30-12:00、下午15:00-18:00、晚上19:00-21:30，星期六上午8:30-12:00，星期日休,04-22411723,臺中市北屯區松竹路二段155號
北屯區四民,合約院所,劉錦理小兒科診所,3517081134,V,,,,,V,,,,,帶狀皰疹,星期一~五 上午8:00-11:30、晚上17:00-21:30、，星期六休，星期日上午8:00-11:30、17:00-21:30,4-24227074,臺中市北屯區后庄路1102號
北屯區四民,合約院所,王佑賢小兒科診所,3517083487,V,,,V,V,V,V,V,V,,"HPV,帶狀皰疹",星期一~五 上午8:00-12:00、下午15:30-18:00、晚上19:00-21:20，星期六休，星期日上午8:30-12:00、15:30-18:00,04-22474792,臺中市北屯區興安路二段419號
北屯區四民,合約院所,吉祥耳鼻喉科診所,3517081152,V,,,,,,,,,,,星期一~六 上午8:30-12:00、下午15:30-18:00、晚上19:00-21:30，星期日休,04-22467388,臺中市北屯區崇德路二段461號
北屯區四民,合約院所,劉昌興小兒科診所,3517080833,V,,,V,V,V,,,V,,,星期一~六 上午8:00-12:00、下午15:00-18:00、晚上18:30-21:30，星期日休,04-24221656,臺中市北屯區四平路352號
北屯區四民,合約院所,王秉菴小兒科診所,3517081465,V,,,V,V,V,V,V,V,,"HPV,帶狀皰疹",星期一~五 上午8:00-12:00、晚上18:30-21:00，星期六上午8:00-12:00，星期日休,04-22427966,臺中市北屯區崇德路二段297號
北屯區四民,合約院所,小蘋果小兒診所,3503290131,V,,,V,V,V,V,V,V,,HPV帶狀皰疹,星期一~五 上午8:00-12:00、下午15:00-18:00、晚上18:30-21:30，星期四下午休，星期六上午8:00-12:00、下午15:00-18:00，星期日休,04-22951800,臺中市北屯區中清路二段307號
北屯區四民,合約院所,優安小兒科診所,3503290027,V,,,V,V,V,,,V,,HPV,星期一及五 上午8：00～12：00、下午15：00～18：00  晚上 18:30-21:30，星期四下午休診星期六08:00-1200、15:00-1800,04-22418355,臺中市北屯區北屯路531號
北屯區四民,合約院所,符乾龍小兒科診所,3517083503,V,,,V,V,V,,,V,,,星期一及五 上午8：00～12：00、下午15：00～18：00  晚上 18:30-21:30，星期六08:30-1200、15:00-1800、18:30-21:30，星期日休,04-22959123,臺中市北屯區大鵬路64號
北屯區四民,合約院所,張廣智耳鼻喉科診所,3517081938,V,,,V,V,V,V,V,V,,帶狀皰疹,星期一及六 上午8：30～12：00、下午14：30～18：00  晚上 18:30-21:45，星期日休,04-22924703,臺中市北屯區中清路二段531號
北屯區四民,合約院所,林子巡小兒科診所,3503290367,V,,,V,V,V,V,V,V,,"HPV,帶狀皰疹",星期一及日 上午8：30～12：00、下午14：30～18：00  晚上 18:30-21:30，星期二休,04-22413636,臺中市北屯區松竹路二段667號
北屯區軍功,衛生所,臺中市北屯區軍功衛生所,2317080016,V,V,A型肝炎疫苗，育齡婦女MMR，中市中低及原住民輪狀病毒疫苗,,,,,,,,,週二、週三上午08:30~11:30,22392638,臺中市北屯區軍功路二段162號
北屯區軍功,合約院所,茂盛醫院,1503290025,V,,B型肝炎疫苗，B型肝炎免疫球蛋白,V,V,V,V,,V,,子宮頸癌疫苗,早診08:30-12:00 、午診15:00-17:00 、晚診19:30-21:30、週六下午休診、周日一天休診,22347057,臺中市北屯區昌平路一段30之6號
北屯區軍功,合約院所,許明正婦產科,351708389,,,B型肝炎疫苗，B型肝炎免疫球蛋白,,,V,,,,,子宮頸癌疫苗,早診09:00-12:00、午診14:00-17:30、晚診18:30-21:30、週日休診,22379191,"臺中市北屯區文心路四段750號1,2樓"
北屯區軍功,合約院所,恩生婦產科,3517080986,,,B型肝炎疫苗，B型肝炎免疫球蛋白,,,,,,,,子宮頸癌疫苗,早診09:00-12:00、午診15:00-17:30、晚診17:10-21:30(週六17:00-21:00)、週日休診,22439903,臺中市北屯區北屯路258-1-1號
北屯區軍功,合約院所,寶健聯合門診，寶健耳鼻喉科診所,3517081321,V,,成人及幼兒流感疫苗,,V,V,V,,V,,帶狀皰疹疫苗,早診08:30-12:00(牙科09:00-12:00) 、午診15:00-18:00(周六耳鼻喉科有診) 、晚診18:30-21:30(週一、三牙科下午、晚上休診)、周日休診,2436-9053,臺中市北屯區東山路一段216之23號
北屯區軍功,合約院所,優幼診所,3517083914,V,,成人及幼兒流感疫苗,,V,V,V,,V,,帶狀皰疹疫苗,上午07:30-12:00、下午18:00-21:00。周六日08:00-12:00、週六日15:00-18:00，晚上18:30-21:30、週五休診,22493636,臺中市北屯區北屯路４３５-１６號１樓
北屯區軍功,合約院所,蘇游耳鼻喉科診所,3517081652,V,,成人及幼兒流感疫苗,,V,V,V,,,,帶狀皰疹疫苗,上午08:30-12:00、下午15:00-18:30、晚上19:00-22:00，晚上18:30-21:30、週六休診,22462420轉1,臺中市北屯區昌平路一段99之3號1樓
北屯區軍功,合約院所,楊醫師小兒科診所,3517083674,V,,成人及幼兒流感疫苗,,V,V,V,,V,,,上午08:30-12:00、下午15:00-21:30，週日休診,22430092,臺中市北屯區昌平路1段356之1號
北屯區軍功,合約院所,陳憲立小兒科診所,3517081474,V,,成人及幼兒流感疫苗,,V,V,V,,,,hpv,上午7:30-12:00(周六9:00-12:00)、下午16:00-18:00、晚上18:30-21:30、周日休診,22335878,臺中市北屯區昌平路1段42號
北屯區軍功,合約院所,康康診所,3517081714,V,,成人及幼兒流感疫苗,,V,V,V,V,V,,帶狀皰疹疫苗、HPV,上午8:00-12:00、下午15:00-21:30、週日休診,22461925,臺中市北屯區北屯路428-3號
北屯區軍功,合約院所,芳鄰診所,3517081394,V,,成人及幼兒流感疫苗,,V,V,V,V,V,,帶狀皰疹疫苗、HPV,上午08:30-12:00、下午15:00-18:00、晚上19:00-21:30、週日休診,24371433,臺中市北屯區東山路1段240號1F
北屯區軍功,合約院所,林士璁小兒科診所,3517081812,V,,成人及幼兒流感疫苗,,V,V,V,,V,,帶狀皰疹疫苗、HPV,上午08:0012:00周日上午休診、晚上17:00-21:00、週六休診,22410390,臺中市北屯區大連路2段231號
北屯區軍功,合約院所,承康診所,3503290045,V,,成人及幼兒流感疫苗,,,,V,,,,,上午07:30-12:00、周日08:30-12:00、下午15:00-21:30、週六休診,24377838,臺中市北屯區東山路1段300-1號
北屯區軍功,合約院所,承安耳鼻喉科診所,3517082999,V,,成人及幼兒流感疫苗,,V,V,V,V,V,,帶狀皰疹疫苗、HPV,上午08:00-12:00、下午14:00-17:00、晚上18:00-21:00、週六休診,2242525281,臺中市北屯區北屯路441號1樓
北屯區軍功,合約院所,李彥德耳鼻喉科診所,3517083790,V,,成人及幼兒流感疫苗,,V,V,V,V,V,,帶狀皰疹疫苗、HPV,上午08:00-12:00、下午15:00-18:00、晚上18:30-21:30、週五休診,24373125,臺中市北屯區軍功路1段726號1樓
北屯區軍功,合約院所,安安診所,3517080977,V,,成人及幼兒流感疫苗,,V,V,V,V,,,HPV,上午08:00-12:00、下午16:00-18:00(週六休午診)、晚上19:00-21:30、週日休診,22304309,臺中市北屯區北屯路299-4號
北屯區軍功,合約院所,幼恩小兒科診所,3503290054,V,,成人及幼兒流感疫苗,,V,V,V,V,V,,帶狀皰疹疫苗、HPV,上午07:30-12:00(週六日08:00-12:00)、下午15:00-18:00、晚診18:30-21:00、週二休診,24376238,臺中市北屯區東山路1段298之2號
豐原區,衛生所,臺中市豐原區衛生所,2336010016,V,V,,,,,,,,,,1.除卡介苗外一般常規疫苗：週二及週三　上午08：30-11：30；2.每個月第二週星期五上午9-11點；3.接種結核菌試驗：每個月第二週星期二上午9-11點,04-25261170,臺中市豐原區中興路136號
豐原區,醫療院所,衛生福利部豐原醫院,136010010,V,V,,V,,V,V,V,,,23價肺炎鏈球菌疫苗，3歲以上成人流感疫苗，子宮頸癌疫苗，b型嗜血桿菌疫苗，帶狀皰疹疫苗，水痘疫苗,1.週一至週五，上午09：00-12：00，下午14：00-17：30，每週三晚上18：00-21：30，每週六上午09：00-12：002.卡介苗：每個月第一週星期二上午9-11點(此為預估，正確時間請去電該院諮詢25271180),04-25271180,臺中市豐原區安康路100號
豐原區,醫療院所,中國醫藥大學附設醫院豐原分院,1336010015,V,,,,,V,V,V,,,23價肺炎鏈球菌疫苗，3歲以上成人流感疫苗,週一至週日，上午08：30-12：00，下午14：00-17：30，晚上19：00-21：30； 週六下午晚上休診； 週日上午下午休診,04-25222538,臺中市豐原區中正路199號
豐原區,醫療院所,豐原惠生小兒科診所,3503010047,V,,,V,V,V,V,,V,,帶狀泡疹，HPV,週一至週六，上午08：30-12：00，下午14：30-18：00，晚上19：00-21：30；星期日休診,04-25289981,臺中市豐原區圓環北路一段319之1號
豐原區,醫療院所,蔣小兒科診所,3536010253,V,,,V,V,V,V,,V,,,週一至週六，上午09：00-12：00，下午15：00-18：00，晚上19：00-21：00；週三下午、週六下午及晚上、週日休診,04-25222022,臺中市豐原區中正路253號
豐原區,醫療院所,林政光小兒科診所,3536010342,V,,,V,V,V,,,V,,,週一至週六，上午08：30-12：00，下午15：00-18：00，晚上19：00-21：30；週四下午休診,04-25263342,臺中市豐原區府前街96號
豐原區,醫療院所,基成內兒科診所,3536010360,V,,,V,V,V,,,,,,週一至週六，上午08：30-12：00，下午15：00-18：00，晚上19：00-21：00；週三下午休診,04-25232730,臺中市豐原區中山路369號
豐原區,醫療院所,林秋能小兒科診所,3536010566,V,,,V,V,V,,,V,,,週一至週六，上午08：30-12：00，下午14：30-18：00，晚上19：00-21：30；週六下午及晚上休診,04-25268575,臺中市豐原區中山路437號
豐原區,醫療院所,楊啟坤耳鼻喉科診所,3503010154,V,,,,,,,,,,,週一至週日，上午08：00-12：00，下午15：00-18：00，晚上19：00-21：30；週日下午休診,04-25279800,臺中市豐原區豐東路16號1樓
豐原區,醫療院所,長庚黃啟昌診所,3536010897,V,,,V,V,V,,,,,,週一至週日，上午08：30-12：00，下午14：30-18：00，晚上19：00-21：30；週五整日休診,04-25287928,臺中市豐原區中正路289號
豐原區,醫療院所,新惠生醫院,1536011276,V,,,,,,,,,,HBIG,只對院內產婦服務,25228792*9,圓環北路一段319號
豐原區,醫療院所,許躍騰診所,3536010959,V,,,,,V,,,,,流感疫苗,週一至週六，上午08：30-12：00，下午15：00-18：00，晚上19：00-22：00；單週週四上午休診；每週日整日休診,04-25222010,臺中市豐原區中正路222號
豐原區,醫療院所,許慶芳耳鼻喉科診所,3536010986,V,,,,,V,,,V,,,週一至週日，上午08：30-12：00，下午至晚上中間沒休診                           15：00-21：30；週六整天休診,04-25292857,臺中市豐原區中山路506號
豐原區,醫療院所,佳幼診所,3536011401,V,,,,,,V,,,,,週一至週六，上午08：30-12：00，下午15：00-18：00，晚上19：00-21：30,04-25296336,臺中市豐原區中正路264號
豐原區,醫療院所,吳志修耳鼻喉科診所,3536011465,V,,,,,V,,,V,,,週一至週六，上午08：30-12：00，下午15：00-18：30，晚上19：00-21：30,04-25120295,臺中市豐原區中山路347號
豐原區,醫療院所,林大丕小兒科診所,3536012579,V,,,,,V,V,,V,,,週一至週六，上午08：30-12：00，下午15：00-18：00，晚上19：00-21：30,04-25282345,臺中市豐原區三民路130號
豐原區,醫療院所,優生婦產科聯合診所,3536012613,V,,,,,,,,,,HBIG,週一至週日，上午08：30-12：00，下午至晚上中間未休診14：30-21：30,04-25273395,臺中市豐原區府前街158號
豐原區,醫療院所,呂維國婦產科診所,3536102855,V,,,,,,V,,V,,,1.除子宮頸癌疫苗外週一至週五，上午09：00-12：00；2.子宮頸癌疫苗週一至週五，上午09：00-12：00 ，下午至晚上中間未休診14：45-21：30,04-25262889,臺中市豐原區中正路348號
豐原區,醫療院所,莊婦產科診所,3536012944,V,,,,,,,,,,HBIG,週一至週六，上午09：00-12：00，下午16：00-18：00，晚上19：00-21：00,04-25271889,臺中市豐原區三民路87號
豐原區,醫療院所,文化診所,3536012983,V,,,,,V,,,V,,,週一至週六，上午08：30-12：00，下午14：30-18：00，晚上19：00-21：30,04-25208068,臺中市豐原區圓環東路721號
豐原區,醫療院所,林永祥小兒科診所,3503010038,V,,,V,,V,,V,V,,,週一至週五，上午07：40-12：00，下午15：00-18：00，晚上19：00-21：20；週六整日休診；週日，上午08：30-12：00，下午15：00-18：00，晚上19：00-21：20,04-25250995,臺中市豐原區中正路89號
大甲區,衛生所,臺中市大甲區衛生所,2336030018,V,V,A型肝炎疫苗育齡婦女MMR輪狀病毒疫苗,,,,,,,,,常規疫苗：星期二、三上午8:30-11:30；BCG：每月第2週星期五上午9:00-11:00,04-26872153,臺中市大甲區德興路81號
大甲區,合約院所,李綜合社團法人大甲李綜合醫院,936030018,V,V,B型肝炎免疫球蛋白,,,V,V,,V,,VARHPVMMR,常規疫苗：星期一至星期六上午08:30-12:00；星期一至星期五下午13:30-17:30， 晚上18:30-21:30；BCG：每月第3週星期四上午9:00-11:00；依每月門診表為主,04-26862288,臺中市大甲區八德街2號
大甲區,合約院所,小朋友小兒科診所,3536031734,V,,,V,V,V,V,,V,,HPV,上午07:30-12:00，下午15:00-18:00，晚上18:30-21:30；星期五休診,04-26802025,臺中市大甲區蔣公路255號
大甲區,合約院所,力倫診所,3536031832,V,,23PPV,V,V,V,V,,V,,帶狀皰疹疫苗，HPV，破傷風,上午08:00-12:00，下午15:00-18:00，晚上19:00-21:30；星期日休診,04-26805889,臺中市大甲區蔣公路246號
大甲區,合約院所,小熊的森林診所,3536031752,V,,,V,V,V,V,,V,,帶狀皰疹疫苗，HPV,上午08:00-12:00，下午14:30-18:00，晚上19:00-21:30；星期四全天、星期六日晚上休診,04-26805060,臺中市大甲區三民路132號
大甲區,合約院所,元吉診所,3536031770,V,,,,,V,V,,V,,,上午08:30-12:00，下午14:30-17:30；星期六下午、星期日全天休診,04-26872012,臺中市大甲區文武路65號
大甲區,合約院所,黃兆聖小兒科診所,3536030611,V,,,V,V,V,V,,V,,帶狀皰疹疫苗，HPV,上午08:00-12:00，下午15:00-18:00，晚上19:00-21:30；星期二全天，星期四、日晚上休診,04-26762528,臺中市大甲區順天路297號
大甲區,合約院所,宏光診所,3536031761,V,,,,,V,,,V,,,上午08:30-12:00，下午14:30-18:00，晚上19:00-21:30；星期日休診,04-26882002,臺中市大甲區鎮政路6-2號
沙鹿區,衛生所,臺中巿沙鹿區衛生所,2336050010,V,V,A型肝炎疫苗，育齡婦女MMR,,,,,,,,,星期二三早上9:00-11:00,26625040,沙鹿區洛泉里文昌街20號
沙鹿區,合約院所,家安小兒科診所,3503050050,V,,,V,V,V,V,V,V,,HPV,門診時間,26623790,沙鹿區中山路388-2號
沙鹿區,合約院所,孫皓雲小兒科診所,3536051683,V,,,V,V,V,V,V,V,,HPV,門診時間,26652230,沙鹿區中山路161號
沙鹿區,合約院所,朱博欣小兒科診所,3536051656,V,,,V,V,V,V,V,V,,HPV,門診時間,26630086,沙鹿區中山路418號
沙鹿區,合約院所,光田醫院,936050029,V,V,B型肝炎免疫球蛋白，育齡婦女MMR,V,V,V,V,V,V,,HPV,門診時間,26625111,沙鹿區沙田路117號
沙鹿區,合約院所,李小兒科診所,3536051530,V,,,V,V,V,V,V,V,,HPV,門診時間,26657022,沙鹿區沙田路172號
沙鹿區,合約院所,小太陽小兒科診所,3536051601,V,,,V,V,V,V,V,V,,HPV,門診時間,26365757,沙鹿區鎮南路2段631號
沙鹿區,合約院所,晨安診所,3536051736,V,,,V,V,V,V,V,V,,HPV,門診時間,26520606,沙鹿區北勢東路695號
沙鹿區,合約院所,得吉診所,3536051745,V,,,V,V,V,V,V,V,,HPV,門診時間,26520606,沙鹿區北勢東路695號
梧棲區,衛生所,臺中市梧棲區衛生所,2336060016,V,V,A型肝炎疫苗，育齡婦女MMR，輪狀病毒疫苗，DT td IPV，成人與幼兒流感疫苗，B型肝炎免疫球蛋白，PPV,,,,,,,,,W二.三9-11AM,426562809,台中市梧棲區雲集街70巷3號
沙鹿區,合約院所,李昭儀小兒科診所,3503050103,V,,,V,V,V,V,V,V,,HPV,門診時間,26366855,沙鹿區光華路113之1號
后里區,衛生所,臺中巿后里衛生所,2336070012,V,V,A型肝炎疫苗，育齡婦女MMR,,,,,,,,,每週三0830-1130.1330-1630(卡介苗除外每月第二週星期五早上0900-1100),04-25562048,臺中市后里區公安路86號
后里區,合約院所,蕭天讚小兒科診所,3536071327,V,,,V,V,V,V,,V,,Var，MMR，子宮頸癌疫苗,星期一至六上午08:00-1200 下午1500-1800 晚上1900-2130(星期天休診),04-25584352,臺中市后里區甲后路一段510號
后里區,合約院所,甲后莊醫師診所,3503070043,V,,,,,,,,V,,,星期一.二.五0800-1200/星期三.六1500-1800/星期三.四.六1900-2130,04-25586608,臺中市后里區甲后路一段480號
后里區,合約院所,厚生診所,3536071407,V,,,,,V,,,,,,星期一至六上午08:00-1200 下午1500--2100(星期天休診),04-25567201,臺中市后里區三豐路三段1090號
后里區,合約院所,后安診所,3536071363,V,,,,,,V,,V,,,星期一至六上午08:00-1200 下午1500-2130(星期天休診),04-25587800,臺中市后里區甲后路一段315號
潭子區,衛生所,臺中市潭子區衛生所,2336090014,V,V,A型肝炎疫苗，育齡婦女MMR.PPV,,,,,,,,,W二、三上午8:30-11:30,04-25324643,臺中市潭子區中山路二段241巷5號
潭子區,合約院所,游振國小兒科診所,3536090153,V,,,V,V,V,V,,V,,,W一~W六全天，W二上午、W四下午休診,04-25321233,臺中市潭子區雅潭路一段165號
潭子區,合約院所,賴淵聖小兒科診所,3536091730,V,,,V,V,V,V,,V,,,W一~W日全天，W五休診,04-25389096,臺中市潭子區光陽路46號
潭子區,合約院所,普霖小兒科診所,3536091534,V,,,V,V,V,V,,,,,W一~六全天,04-25391159,臺中市潭子區復興路一段55號
潭子區,合約院所,家興診所,3536091749,V,,,V,V,V,V,,V,,HPV疫苗,W一~五，W日全天,04-25319968,臺中市潭子區中山路一段37號
潭子區,合約院所,佳佑診所,3536091712,V,,,V,V,V,V,,V,,HPV疫苗,W一~五，W日全天,04-25336888,臺中市潭子區勝利路319號
潭子區,合約院所,人愛診所,3536090313,V,,,,,,,,,,,W一~六全天,04-25362834,臺中市潭子區潭興路二段394號
潭子區,合約院所,何孟哲診所,3536091598,V,,,V,V,V,V,,V,,HPV疫苗,W一~五全天，W六上午,04-25359173,臺中市潭子區勝利路273號
潭子區,合約院所,佛教醫療財團法人台中慈濟醫院,1136090519,V,V,B型肝炎免疫球蛋白，育齡婦女MMR,V,V,V,V,,V,,HPV疫苗,W一~五全天，W六上午,04-36060666,臺中市潭子區豐興路1段66號
新社區,衛生所,臺中巿新社衛生所,2336110011,V,V,口服輪狀疫苗,,,,,,,,,,,
外埔區,衛生所,臺中巿外埔衛生所,2336130013,V,V,A型肝炎疫苗，育齡婦女MMR,,,,,,,,,每週二、三 上午,26833208,臺中市外埔區甲后路444號
外埔區,合約院所,佳優診所,3536131220,V,,,,,V,,,HPV,,,週三休診，其餘整日看診,26832807,臺中市外埔區甲后路430號
